Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,profesional,proporcion_profesional_pct,sexo
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Matrona/on,12.351435013566705,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Medico/a,1.337562578820652,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Nutricionista,16.050750945847824,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Otro profesional capacitado en EMP y EMPAM,28.864600450949666,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Tecnico en enfermeria,0.695532540986739,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Enfermera/o,41.364691632179266,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Matrona/on,4.269708287069748,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Medico/a,1.9178358736247096,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Nutricionista,19.884929847582516,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Otro profesional capacitado en EMP y EMPAM,18.63328959321692,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Tecnico en enfermeria,13.92954476632684,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Enfermera/o,20.45045816562473,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Matrona/on,11.16725186263595,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Medico/a,0.2911706774000171,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Nutricionista,30.718506465701807,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Otro profesional capacitado en EMP y EMPAM,34.794895949302045,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Tecnico en enfermeria,2.577716879335446,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Enfermera/o,5.35598495655557,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Matrona/on,4.111010245104396,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Medico/a,0.05187394631046557,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Nutricionista,0.661392815458436,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Otro profesional capacitado en EMP y EMPAM,56.67228634418363,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Tecnico en enfermeria,33.1474516923875,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Enfermera/o,53.65988763155812,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Matrona/on,9.836195299517291,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Medico/a,0.9733322782305928,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Nutricionista,23.106750019783178,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Otro profesional capacitado en EMP y EMPAM,10.932183271346048,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Tecnico en enfermeria,1.4916514995647703,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Enfermera/o,5.1807228915662655,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Medico/a,0.18072289156626506,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Nutricionista,18.373493975903614,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Otro profesional capacitado en EMP y EMPAM,43.493975903614455,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Tecnico en enfermeria,32.7710843373494,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Enfermera/o,9.340659340659341,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Matrona/on,48.9010989010989,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Medico/a,0.5494505494505495,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Nutricionista,37.91208791208791,Mujer
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Otro profesional capacitado en EMP y EMPAM,3.296703296703297,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Enfermera/o,70.33533963886501,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Matrona/on,6.769326975689831,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Medico/a,0.0,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Nutricionista,15.899319940592513,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Otro profesional capacitado en EMP y EMPAM,6.996013444852654,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Enfermera/o,37.478849407783414,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Matrona/on,4.085085810974136,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Medico/a,0.338409475465313,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Nutricionista,17.307227459511722,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Otro profesional capacitado en EMP y EMPAM,17.222625090645398,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Tecnico en enfermeria,23.567802755620015,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Enfermera/o,81.53918791312559,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Matrona/on,3.320742839156437,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Medico/a,0.6137865911237016,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Nutricionista,11.425873465533522,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Otro profesional capacitado en EMP y EMPAM,2.4551463644948064,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Tecnico en enfermeria,0.6452628265659427,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Enfermera/o,35.51282910162792,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Matrona/on,5.4733034099283175,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Medico/a,0.535941582367522,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Nutricionista,24.37194345816306,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Otro profesional capacitado en EMP y EMPAM,32.81972265023113,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Tecnico en enfermeria,1.2862597976820527,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Enfermera/o,64.06164006604293,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Matrona/on,1.1190607228031553,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Medico/a,1.1007154650522841,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Nutricionista,2.7609612915061454,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Otro profesional capacitado en EMP y EMPAM,7.4390020179783525,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Tecnico en enfermeria,23.518620436617134,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Enfermera/o,84.64694073492188,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Medico/a,1.1695906432748537,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Nutricionista,0.21820720956620404,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Otro profesional capacitado en EMP y EMPAM,11.660993279217946,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Tecnico en enfermeria,2.3042681330191153,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Enfermera/o,15.376769093459137,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Nutricionista,9.664669131709806,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Otro profesional capacitado en EMP y EMPAM,1.9125334693357132,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Tecnico en enfermeria,73.04602830549534,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Enfermera/o,17.00787401574803,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Matrona/on,0.6299212598425197,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Nutricionista,28.188976377952756,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Otro profesional capacitado en EMP y EMPAM,10.551181102362204,Mujer
2024,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Tecnico en enfermeria,43.62204724409449,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Enfermera/o,38.9977792797142,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Matrona/on,1.6510572559621512,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Medico/a,0.4827652795210968,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Nutricionista,1.1103601428985228,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Otro profesional capacitado en EMP y EMPAM,0.08689775031379744,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Tecnico en enfermeria,57.67114029159023,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Enfermera/o,36.88054251434533,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Matrona/on,0.8271853342275877,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Medico/a,0.03726060064088233,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Nutricionista,1.281764662046352,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Otro profesional capacitado en EMP y EMPAM,0.5812653699977643,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Tecnico en enfermeria,60.39198151874208,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Enfermera/o,36.00773548417527,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Medico/a,0.11791896608650536,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Tecnico en enfermeria,63.87434554973822,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Enfermera/o,63.47888478884789,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Matrona/on,13.140631406314062,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Medico/a,0.7380073800738007,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Nutricionista,5.360803608036081,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Otro profesional capacitado en EMP y EMPAM,0.07175071750717507,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Tecnico en enfermeria,17.209922099220993,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Enfermera/o,42.60752688172043,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Matrona/on,6.752055660974067,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Medico/a,0.3795066413662239,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Nutricionista,3.399746995572422,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Otro profesional capacitado en EMP y EMPAM,8.262175838077166,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Tecnico en enfermeria,38.59898798228969,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Enfermera/o,38.433892398170336,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Matrona/on,1.8405576127205403,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Medico/a,0.04356349379220214,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Nutricionista,5.543454585057721,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Otro profesional capacitado en EMP y EMPAM,0.05445436724025267,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Tecnico en enfermeria,54.08407754301895,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Enfermera/o,49.65034965034965,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Medico/a,2.9137529137529135,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Nutricionista,2.331002331002331,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Otro profesional capacitado en EMP y EMPAM,0.4662004662004662,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Tecnico en enfermeria,44.63869463869464,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Enfermera/o,73.85554425228891,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Matrona/on,0.10172939979654119,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Nutricionista,0.3051881993896236,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Tecnico en enfermeria,25.737538148524923,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Enfermera/o,53.55691056910569,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Medico/a,1.7276422764227644,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Nutricionista,15.853658536585366,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Otro profesional capacitado en EMP y EMPAM,1.321138211382114,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Tecnico en enfermeria,27.540650406504064,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,Enfermera/o,69.63064295485636,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,Nutricionista,15.731874145006842,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,Tecnico en enfermeria,14.6374829001368,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Enfermera/o,38.387159156836205,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Otro profesional capacitado en EMP y EMPAM,0.29007928833881264,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Tecnico en enfermeria,61.32276155482499,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Enfermera/o,78.47372210223182,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Matrona/on,0.03599712023038157,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Nutricionista,1.187904967602592,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Tecnico en enfermeria,20.302375809935207,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Enfermera/o,44.250194250194255,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Tecnico en enfermeria,55.749805749805745,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Enfermera/o,38.77305533279872,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Tecnico en enfermeria,61.22694466720129,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Enfermera/o,26.249646992375038,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Medico/a,1.6520756848347924,Mujer
2024,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Tecnico en enfermeria,72.09827732279017,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Enfermera/o,62.32733906697941,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Matrona/on,11.106767439840153,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Medico/a,0.40830509947007204,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Nutricionista,11.08939275475632,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Otro profesional capacitado en EMP y EMPAM,11.84519155590305,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Tecnico en enfermeria,3.2230040830509945,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Enfermera/o,28.11986113648822,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Matrona/on,9.464644619038918,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Medico/a,0.7308605883427737,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Nutricionista,18.947560752786405,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Otro profesional capacitado en EMP y EMPAM,25.543577562579937,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Tecnico en enfermeria,17.193495340763747,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Enfermera/o,19.08451543688163,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Matrona/on,2.7416855405888665,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Medico/a,0.5840982238645845,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Nutricionista,28.38240553105257,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Otro profesional capacitado en EMP y EMPAM,37.6683752533079,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Tecnico en enfermeria,11.538920014304447,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Enfermera/o,36.92947395564724,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Matrona/on,1.2313047962867458,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Medico/a,0.5157297576070139,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Nutricionista,6.156523981433729,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Otro profesional capacitado en EMP y EMPAM,17.077101598762248,Mujer
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Tecnico en enfermeria,38.08986591026302,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Enfermera/o,64.70588235294117,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Matrona/on,0.4794394246726904,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Medico/a,1.1801585838096995,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Nutricionista,32.269961276046466,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Otro profesional capacitado en EMP y EMPAM,0.9035589157293012,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Tecnico en enfermeria,0.46099944680066385,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Enfermera/o,79.6137339055794,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Matrona/on,0.5811874105865522,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Medico/a,0.2145922746781116,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Nutricionista,0.6258941344778255,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Otro profesional capacitado en EMP y EMPAM,0.4828326180257511,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Tecnico en enfermeria,18.48175965665236,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Enfermera/o,98.14077025232405,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Matrona/on,0.04426737494466578,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Medico/a,0.22133687472332889,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Otro profesional capacitado en EMP y EMPAM,1.5050907481186366,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Tecnico en enfermeria,0.08853474988933156,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Enfermera/o,45.016207455429495,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Matrona/on,22.440572663425176,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Medico/a,0.33765532144786603,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Nutricionista,3.687196110210697,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Otro profesional capacitado en EMP y EMPAM,9.251755807671529,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Tecnico en enfermeria,19.266612641815232,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Enfermera/o,70.34746521279193,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Matrona/on,13.532427374074377,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Medico/a,0.8544226544063798,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Nutricionista,9.74041826023273,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Otro profesional capacitado en EMP y EMPAM,5.525266498494589,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Enfermera/o,52.021664020916994,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Matrona/on,9.781492202820058,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Medico/a,0.3314968717900831,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Nutricionista,17.588010084975256,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Otro profesional capacitado en EMP y EMPAM,20.27733681949762,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Enfermera/o,58.17814196020007,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Matrona/on,5.85293178674045,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Medico/a,0.021283388315419816,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Nutricionista,17.16505267638608,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Otro profesional capacitado en EMP y EMPAM,17.09056081728211,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Tecnico en enfermeria,1.6920293710758754,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Enfermera/o,74.44055001348072,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Matrona/on,1.1054192504718252,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Nutricionista,8.654623887840389,Mujer
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Otro profesional capacitado en EMP y EMPAM,15.799406848207065,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Enfermera/o,15.268299867445629,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Matrona/on,7.054838234572144,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Medico/a,0.13255437183956012,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Nutricionista,5.798026412685944,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Otro profesional capacitado en EMP y EMPAM,48.387255142618685,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Tecnico en enfermeria,23.359025970838037,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Enfermera/o,14.102828825108404,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Matrona/on,0.020648358455502787,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Medico/a,0.041296716911005574,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Nutricionista,19.884369192649185,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Otro profesional capacitado en EMP y EMPAM,12.430311790212677,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Tecnico en enfermeria,53.52054511666322,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Enfermera/o,40.643863179074444,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Matrona/on,5.759557344064387,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Medico/a,2.691146881287726,Mujer
2024,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Nutricionista,3.357645875251509,Mujer
